image_name,xmin,xmax,ymin,ymax,class_id,score
MVPC10_0008_20210115-09_50.png,59,76,27,39,human,0.5384225249290466
MVPC10_0006_20210114-03_10.png,53,63,59,77,human,0.6917951107025146
MVPC10_0006_20210114-03_10.png,68,78,23,40,human,0.6511310935020447
MVPC10_0006_20210114-03_10.png,66,76,51,66,human,0.6361607909202576
MVPC10_0006_20210114-03_10.png,55,67,13,38,human,0.5632621645927429
MVPC10_0006_20210114-03_10.png,35,41,74,79,human,0.5571449398994446
MVPC10_0006_20210114-03_10.png,6,16,49,60,human,0.5311351418495178
MVPC10_0014_20210118-03_05.png,44,55,55,68,human,0.6129825115203857
MVPC10_0012_20210119-03_00.png,70,77,49,56,human,0.5874890685081482
MVPC10_0012_20210119-03_00.png,40,49,62,69,human,0.5599196553230286
MVPC10_0012_20210119-03_00.png,50,54,72,78,human,0.5377472043037415
MVPC10_0012_20210119-03_00.png,23,34,10,20,human,0.507622480392456
MVPC10_0015_20210115-09_45.png,3,13,50,57,human,0.6918226480484009
MVPC10_0015_20210115-09_45.png,9,20,52,60,human,0.5348334312438965
MVPC10_0015_20210115-09_45.png,8,22,60,71,human,0.5208366513252258
MVPC10_0006_20210111-02_45.png,53,62,16,26,human,0.7160689234733582
MVPC10_0006_20210114-08_55.png,20,33,1,13,human,0.7669904828071594
MVPC10_0006_20210114-08_55.png,55,62,66,74,human,0.696632444858551
MVPC10_0006_20210114-08_55.png,0,4,50,56,human,0.5013139247894287
MVPC10_0002_20210113-02_50.png,12,20,47,55,human,0.5215414762496948
MVPC10_0007_20210113-03_00.png,21,31,49,62,human,0.5824570655822754
MVPC10_0006_20210120-02_50.png,52,62,60,75,human,0.7197900414466858
MVPC10_0006_20210120-02_50.png,54,65,15,27,human,0.7108618021011353
MVPC10_0006_20210120-02_50.png,56,67,32,42,human,0.6900176405906677
MVPC10_0014_20210120-09_10.png,40,51,56,67,human,0.5798785090446472
MVPC10_0005_20210118-02_50.png,59,72,18,30,human,0.8728151321411133
MVPC10_0005_20210118-02_50.png,40,53,41,57,human,0.6596781015396118
MVPC10_0005_20210118-02_50.png,44,53,53,61,human,0.5985737442970276
MVPC10_0005_20210118-02_50.png,38,44,56,62,human,0.5392184257507324
MVPC10_0012_20210108-03_00.png,64,78,33,42,human,0.9125084280967712
MVPC10_0012_20210108-03_00.png,48,53,72,78,human,0.7813327312469482
MVPC10_0012_20210108-03_00.png,0,8,35,42,human,0.7315840125083923
MVPC10_0012_20210108-03_00.png,33,41,0,7,human,0.7279850244522095
MVPC10_0012_20210108-03_00.png,42,48,0,8,human,0.6024368405342102
MVPC10_0002_20210121-03_00.png,29,43,52,64,human,0.8193067908287048
MVPC10_0002_20210121-03_00.png,11,19,48,57,human,0.6685295701026917
MVPC10_0002_20210121-03_00.png,1,7,46,53,human,0.6651891469955444
MVPC10_0006_20210114-03_40.png,0,11,41,48,human,0.8536792397499084
MVPC10_0006_20210114-03_40.png,16,26,6,15,human,0.6945260763168335
MVPC10_0006_20210114-03_40.png,68,77,18,34,human,0.6261842846870422
MVPC10_0006_20210114-03_40.png,66,79,54,71,human,0.5477349758148193
MVPC10_0006_20210114-03_40.png,11,26,52,74,human,0.516478419303894
MVPC10_0006_20210114-03_40.png,54,63,58,72,human,0.5072072744369507
MVPC10_0015_20210120-09_00.png,11,22,51,62,human,0.6117838621139526
MVPC10_0015_20210120-09_00.png,11,22,59,72,human,0.5367046594619751
MVPC10_0014_20210108-03_10.png,40,50,58,68,human,0.8727275133132935
MVPC10_0014_20210108-03_10.png,47,59,27,41,human,0.7097137570381165
MVPC10_0014_20210108-03_10.png,45,54,12,21,human,0.7025227546691895
MVPC10_0014_20210108-03_10.png,59,67,14,24,human,0.6133323311805725
MVPC10_0014_20210108-03_10.png,27,36,58,67,human,0.5301610827445984
MVPC10_0006_20210114-03_20.png,53,64,58,77,human,0.6728745698928833
MVPC10_0006_20210114-03_20.png,16,25,6,15,human,0.6591380834579468
MVPC10_0006_20210114-03_20.png,53,69,18,41,human,0.576396107673645
MVPC10_0006_20210114-03_20.png,67,78,23,38,human,0.5626865029335022
MVPC10_0006_20210114-03_20.png,55,62,12,22,human,0.5548326373100281
MVPC10_0006_20210114-03_20.png,66,79,54,72,human,0.5472555756568909
MVPC10_0006_20210114-03_20.png,6,12,64,80,human,0.5401992201805115
MVPC10_0006_20210114-03_20.png,7,27,52,70,human,0.5028669834136963
MVPC10_0006_20210111-03_05.png,3,11,37,45,human,0.8122074604034424
MVPC10_0006_20210111-03_05.png,22,33,54,68,human,0.8089436292648315
MVPC10_0006_20210111-03_05.png,55,64,60,70,human,0.6628144979476929
MVPC10_0006_20210111-03_05.png,67,76,52,61,human,0.6195005774497986
MVPC10_0006_20210111-03_05.png,66,78,22,44,human,0.6141973733901978
MVPC10_0006_20210111-03_05.png,57,67,56,65,human,0.5860915780067444
MVPC10_0006_20210111-03_05.png,55,68,19,37,human,0.5700869560241699
MVPC10_0006_20210111-03_05.png,4,13,48,63,human,0.5094134211540222
MVPC10_0014_20210121-03_20.png,46,57,29,42,human,0.8003094792366028
MVPC10_0014_20210121-03_20.png,63,77,43,53,human,0.7130045294761658
MVPC10_0006_20210120-09_00.png,53,62,59,66,human,0.8121297955513
MVPC10_0006_20210120-09_00.png,0,5,50,57,human,0.6218931674957275
MVPC10_0006_20210120-09_00.png,15,30,4,14,human,0.621828019618988
MVPC10_0006_20210120-09_00.png,54,63,65,73,human,0.549418568611145
MVPC10_0008_20210112-09_25.png,70,77,45,54,human,0.9201045632362366
MVPC10_0008_20210112-09_25.png,8,15,50,57,human,0.6498467326164246
MVPC10_0008_20210112-09_25.png,57,68,51,59,human,0.6234150528907776
MVPC10_0008_20210112-09_25.png,61,77,25,39,human,0.6114564538002014
MVPC10_0008_20210112-09_25.png,62,75,15,26,human,0.5733448266983032
MVPC10_0015_20210120-08_55.png,11,23,60,73,human,0.5136309862136841
MVPC10_0012_20210118-05_50.png,60,70,10,19,human,0.7834222316741943
MVPC10_0002_20210121-09_50.png,17,25,62,68,human,0.5246095657348633
MVPC10_0006_20210113-02_55.png,68,75,20,29,human,0.7470775842666626
MVPC10_0006_20210113-02_55.png,71,77,35,42,human,0.6982167959213257
MVPC10_0006_20210113-02_55.png,3,12,45,57,human,0.637596845626831
MVPC10_0006_20210113-02_55.png,22,30,2,9,human,0.5143260955810547
MVPC10_0006_20210118-03_35.png,66,78,50,63,human,0.7155984044075012
MVPC10_0006_20210118-03_35.png,67,78,24,38,human,0.5707743763923645
MVPC10_0006_20210118-03_35.png,21,29,2,10,human,0.5419278144836426
MVPC10_0006_20210118-09_15.png,53,63,59,67,human,0.8879575729370117
MVPC10_0006_20210118-09_15.png,66,75,53,61,human,0.6872211694717407
MVPC10_0006_20210118-09_15.png,16,32,5,14,human,0.5279719829559326
MVPC10_0005_20210120-09_20.png,47,68,32,46,human,0.6919283866882324
MVPC10_0005_20210120-09_20.png,39,50,33,42,human,0.5208796262741089
MVPC10_0015_20210115-09_20.png,31,36,1,6,human,0.8275179266929626
MVPC10_0015_20210115-09_20.png,43,49,1,7,human,0.5599700808525085
MVPC10_0008_20210118-09_30.png,24,38,51,62,human,0.9260826110839844
MVPC10_0008_20210108-03_55.png,22,30,52,63,human,0.8701468706130981
MVPC10_0008_20210108-03_55.png,30,40,63,72,human,0.6187164187431335
MVPC10_0008_20210108-03_55.png,40,54,20,28,human,0.5942720174789429
MVPC10_0008_20210108-03_55.png,53,67,19,30,human,0.5856583118438721
MVPC10_0008_20210108-03_55.png,9,19,7,20,human,0.5292826294898987
MVPC10_0008_20210108-03_55.png,54,67,55,65,human,0.5247248411178589
MVPC10_0015_20210114-09_15.png,12,20,53,61,human,0.5845955610275269
MVPC10_0006_20210112-03_05.png,26,40,53,67,human,0.866150438785553
MVPC10_0006_20210112-03_05.png,12,26,26,36,human,0.8293854594230652
MVPC10_0006_20210112-03_05.png,53,62,62,77,human,0.689048707485199
MVPC10_0006_20210112-03_05.png,56,65,57,65,human,0.5625805258750916
MVPC10_0006_20210112-03_05.png,55,63,18,27,human,0.5053550601005554
MVPC10_0016_20210111-09_10.png,2,8,50,56,human,0.7127004861831665
MVPC10_0006_20210118-09_25.png,15,34,3,18,human,0.7544996738433838
MVPC10_0006_20210118-09_25.png,67,77,48,56,human,0.7520405650138855
MVPC10_0006_20210118-09_25.png,0,6,49,56,human,0.6624384522438049
MVPC10_0006_20210118-09_25.png,54,68,63,73,human,0.6574578285217285
MVPC10_0012_20210115-01_45.png,34,46,7,22,human,0.9045133590698242
MVPC10_0006_20210118-03_05.png,61,68,32,41,human,0.8111624121665955
MVPC10_0006_20210118-03_05.png,67,75,20,30,human,0.7571466565132141
MVPC10_0006_20210118-03_05.png,56,65,58,66,human,0.7216779589653015
MVPC10_0005_20210119-03_15.png,67,78,38,47,human,0.9064292311668396
MVPC10_0005_20210119-03_15.png,2,17,43,52,human,0.8294990062713623
MVPC10_0005_20210119-03_15.png,18,25,57,66,human,0.5877569913864136
MVPC10_0005_20210119-03_15.png,37,44,56,62,human,0.5080200433731079
MVPC10_0007_20210111-08_45.png,25,51,1,16,human,0.8730546832084656
MVPC10_0014_20210118-09_30.png,43,53,57,65,human,0.8108190894126892
MVPC10_0015_20210120-09_25.png,39,50,2,16,human,0.8095659017562866
MVPC10_0015_20210120-09_25.png,41,55,27,40,human,0.8038402199745178
MVPC10_0015_20210120-09_25.png,37,44,10,19,human,0.5959553718566895
MVPC10_0008_20210115-09_35.png,57,69,48,56,human,0.8468415141105652
MVPC10_0008_20210115-09_35.png,56,63,64,70,human,0.5746026039123535
MVPC10_0002_20210111-03_05.png,44,50,67,75,human,0.7348358035087585
MVPC10_0002_20210111-03_05.png,2,18,47,62,human,0.5193106532096863
MVPC10_0015_20210111-09_30.png,54,64,51,60,human,0.8880857825279236
MVPC10_0015_20210111-09_30.png,38,49,53,66,human,0.8523896932601929
MVPC10_0015_20210111-09_30.png,31,37,0,6,human,0.6573575735092163
MVPC10_0006_20210108-08_45.png,1,11,47,59,human,0.5936970710754395
MVPC10_0012_20210113-03_05.png,41,50,60,68,human,0.8184274435043335
MVPC10_0012_20210113-03_05.png,34,51,22,38,human,0.7772358059883118
MVPC10_0012_20210113-03_05.png,48,53,72,78,human,0.7571609616279602
MVPC10_0012_20210113-03_05.png,47,60,9,22,human,0.7002675533294678
MVPC10_0012_20210113-03_05.png,20,33,17,31,human,0.5345399975776672
MVPC10_0015_20210120-09_15.png,40,49,57,65,human,0.8050802946090698
MVPC10_0015_20210120-09_15.png,10,23,62,73,human,0.5263539552688599
MVPC10_0012_20210120-03_35.png,48,53,72,78,human,0.7555866241455078
MVPC10_0012_20210120-03_35.png,47,55,2,8,human,0.6383756399154663
MVPC10_0012_20210120-03_35.png,20,33,28,39,human,0.6275158524513245
MVPC10_0012_20210120-03_35.png,40,49,62,69,human,0.5945686101913452
MVPC10_0012_20210120-03_35.png,33,41,0,6,human,0.5871918797492981
MVPC10_0006_20210118-03_00.png,15,26,49,64,human,0.8440965414047241
MVPC10_0006_20210118-03_00.png,62,69,32,40,human,0.7848191857337952
MVPC10_0006_20210118-03_00.png,67,74,20,30,human,0.77836012840271
MVPC10_0006_20210118-03_00.png,1,7,41,48,human,0.6538310647010803
MVPC10_0014_20210108-03_00.png,21,30,13,23,human,0.8161079287528992
MVPC10_0014_20210108-03_00.png,44,55,11,23,human,0.6665948033332825
MVPC10_0014_20210108-03_00.png,9,17,17,27,human,0.6110972166061401
MVPC10_0005_20210119-03_00.png,63,74,28,38,human,0.87517249584198
MVPC10_0005_20210119-03_00.png,50,62,7,19,human,0.8600743412971497
MVPC10_0005_20210119-03_00.png,56,74,40,50,human,0.8107075095176697
MVPC10_0005_20210119-03_00.png,5,18,42,55,human,0.7670958638191223
MVPC10_0005_20210119-03_00.png,46,59,43,56,human,0.7385023236274719
MVPC10_0005_20210119-03_00.png,17,29,43,54,human,0.6967045664787292
MVPC10_0005_20210119-03_00.png,36,47,37,49,human,0.6740782260894775
MVPC10_0005_20210119-03_00.png,37,44,55,61,human,0.5907069444656372
MVPC10_0015_20210115-09_35.png,3,14,50,58,human,0.8100820183753967
MVPC10_0015_20210115-09_35.png,31,37,0,7,human,0.7296532988548279
MVPC10_0015_20210115-09_35.png,9,18,54,60,human,0.6816312074661255
MVPC10_0015_20210115-09_35.png,44,49,0,6,human,0.5985431671142578
MVPC10_0012_20210114-03_30.png,1,16,33,43,human,0.8649312257766724
MVPC10_0012_20210114-03_30.png,49,53,72,78,human,0.7775083780288696
MVPC10_0012_20210114-03_30.png,41,49,61,68,human,0.7429510951042175
MVPC10_0012_20210114-03_30.png,26,52,15,34,human,0.617938220500946
MVPC10_0008_20210122-02_40.png,55,68,19,29,human,0.7005322575569153
MVPC10_0005_20210111-03_05.png,42,53,35,49,human,0.928765594959259
MVPC10_0005_20210111-03_05.png,55,73,34,47,human,0.7831804156303406
MVPC10_0005_20210111-03_05.png,3,18,38,49,human,0.7093913555145264
MVPC10_0005_20210111-03_05.png,18,26,57,66,human,0.6571593880653381
MVPC10_0005_20210111-03_05.png,69,79,46,57,human,0.6236901879310608
MVPC10_0005_20210111-03_05.png,20,30,39,53,human,0.5699881315231323
MVPC10_0005_20210111-03_05.png,53,68,48,59,human,0.521393358707428
MVPC10_0005_20210111-03_05.png,37,47,53,60,human,0.5206992030143738
MVPC10_0002_20210111-02_40.png,5,16,52,62,human,0.619759738445282
MVPC10_0002_20210111-02_40.png,64,77,4,16,human,0.5495426654815674
MVPC10_0014_20210112-09_15.png,20,28,57,66,human,0.8048341870307922
MVPC10_0014_20210112-09_15.png,31,42,72,78,human,0.612341046333313
MVPC10_0014_20210108-03_30.png,11,20,55,64,human,0.5214977860450745
MVPC10_0014_20210118-03_30.png,22,30,13,24,human,0.6301378607749939
MVPC10_0014_20210118-03_30.png,9,16,17,26,human,0.5542392134666443
MVPC10_0014_20210118-03_30.png,51,62,29,41,human,0.5486111640930176
MVPC10_0002_20210114-03_40.png,56,64,55,63,human,0.8263862729072571
MVPC10_0002_20210114-03_40.png,2,20,50,63,human,0.5933218002319336
MVPC10_0006_20210114-03_30.png,66,76,51,64,human,0.6671916842460632
MVPC10_0006_20210114-03_30.png,71,77,43,50,human,0.5994359850883484
MVPC10_0006_20210114-03_30.png,21,29,2,10,human,0.5207582712173462
MVPC10_0006_20210119-09_25.png,58,66,18,26,human,0.7417613863945007
MVPC10_0006_20210119-09_25.png,14,31,4,13,human,0.6130381226539612
MVPC10_0006_20210119-09_25.png,44,51,70,78,human,0.563271701335907
MVPC10_0010_20210111-01_00.png,57,70,0,13,human,0.5788201093673706
MVPC10_0006_20210112-04_15.png,37,48,57,70,human,0.8861913084983826
MVPC10_0006_20210112-04_15.png,70,77,34,42,human,0.6926560401916504
MVPC10_0006_20210112-04_15.png,53,61,61,73,human,0.6398759484291077
MVPC10_0006_20210112-04_15.png,67,79,54,71,human,0.5343104600906372
MVPC10_0017_20210115-03_05.png,66,73,48,56,human,0.8431053161621094
MVPC10_0017_20210115-03_05.png,2,12,30,40,human,0.7410184741020203
MVPC10_0017_20210115-03_05.png,38,49,25,35,human,0.6118369102478027
MVPC10_0017_20210115-03_05.png,17,26,28,38,human,0.6037916541099548
MVPC10_0017_20210115-03_05.png,3,11,16,24,human,0.5559244155883789
MVPC10_0017_20210115-03_05.png,11,25,3,13,human,0.5159182548522949
MVPC10_0008_20210114-03_35.png,25,35,52,62,human,0.8492175340652466
MVPC10_0008_20210114-03_35.png,57,68,47,58,human,0.7952197790145874
MVPC10_0008_20210114-03_35.png,54,62,63,70,human,0.5811799168586731
MVPC10_0006_20210115-09_20.png,67,75,53,61,human,0.7533332109451294
MVPC10_0002_20210121-09_00.png,12,22,46,55,human,0.7110528945922852
MVPC10_0005_20210114-02_50.png,18,25,56,66,human,0.6335828900337219
MVPC10_0005_20210114-02_50.png,29,42,41,54,human,0.6309417486190796
MVPC10_0005_20210114-02_50.png,38,47,53,60,human,0.5605340003967285
MVPC10_0008_20210119-03_05.png,21,28,52,61,human,0.7774181962013245
MVPC10_0008_20210119-03_05.png,59,67,19,28,human,0.6035753488540649
MVPC10_0005_20210119-02_55.png,49,62,38,49,human,0.8362177014350891
MVPC10_0005_20210119-02_55.png,47,57,5,16,human,0.7608547806739807
MVPC10_0005_20210119-02_55.png,30,43,35,47,human,0.65740966796875
MVPC10_0005_20210119-02_55.png,37,44,55,62,human,0.5979805588722229
MVPC10_0005_20210119-02_55.png,0,5,44,49,human,0.5773181319236755
MVPC10_0005_20210119-02_55.png,18,26,57,66,human,0.5224583148956299
MVPC10_0015_20210115-03_20.png,57,68,12,23,human,0.596771776676178
MVPC10_0015_20210115-03_20.png,58,67,26,37,human,0.5177376866340637
MVPC10_0006_20210112-09_25.png,15,34,3,14,human,0.7343460917472839
MVPC10_0006_20210112-09_25.png,52,66,65,75,human,0.6724516749382019
MVPC10_0006_20210112-09_25.png,58,67,18,27,human,0.672134280204773
MVPC10_0008_20210111-02_50.png,54,63,48,58,human,0.6230741739273071
MVPC10_0008_20210111-02_50.png,67,74,44,55,human,0.6186825633049011
MVPC10_0008_20210111-02_50.png,30,38,66,73,human,0.5051344037055969
MVPC10_0006_20210120-02_45.png,55,64,16,25,human,0.8063609004020691
MVPC10_0006_20210120-02_45.png,56,67,31,45,human,0.7515531778335571
MVPC10_0006_20210120-02_45.png,53,62,59,74,human,0.5916903018951416
MVPC10_0014_20210120-09_00.png,9,17,54,64,human,0.5067395567893982
MVPC10_0014_20210113-03_15.png,45,55,12,24,human,0.5481268763542175
MVPC10_0014_20210113-03_15.png,22,34,32,43,human,0.502960741519928
MVPC10_0006_20210112-09_10.png,65,72,54,63,human,0.7968564033508301
MVPC10_0006_20210112-09_10.png,15,34,3,13,human,0.6771347522735596
MVPC10_0002_20210113-03_05.png,13,22,48,57,human,0.694651186466217
MVPC10_0014_20210119-03_00.png,60,78,0,17,human,0.6595955491065979
MVPC10_0014_20210119-03_00.png,37,49,49,61,human,0.6415009498596191
MVPC10_0014_20210119-03_00.png,27,49,0,24,human,0.5940834283828735
MVPC10_0014_20210119-03_00.png,32,41,1,10,human,0.5905115008354187
MVPC10_0014_20210119-03_00.png,51,59,45,53,human,0.5862738490104675
MVPC10_0014_20210119-03_00.png,33,44,35,48,human,0.5746422410011292
MVPC10_0014_20210119-03_00.png,47,59,64,78,human,0.5393854379653931
MVPC10_0014_20210119-03_00.png,32,45,16,28,human,0.5160354375839233
MVPC10_0014_20210119-03_00.png,18,32,61,76,human,0.5064406394958496
MVPC10_0006_20210119-03_25.png,3,20,42,51,human,0.8791794180870056
MVPC10_0006_20210119-03_25.png,22,30,3,14,human,0.8734607696533203
MVPC10_0006_20210119-03_25.png,69,77,33,42,human,0.7937138676643372
MVPC10_0006_20210119-03_25.png,54,63,58,67,human,0.641218900680542
MVPC10_0006_20210119-03_25.png,9,18,8,19,human,0.6079147458076477
MVPC10_0006_20210119-03_25.png,67,77,52,63,human,0.5376542806625366
MVPC10_0014_20210108-03_05.png,46,54,12,21,human,0.6462939977645874
MVPC10_0014_20210108-03_05.png,42,49,58,66,human,0.6447151303291321
MVPC10_0014_20210108-03_05.png,28,35,59,67,human,0.617730975151062
MVPC10_0014_20210108-03_05.png,49,59,27,38,human,0.5948938727378845
MVPC10_0002_20210114-03_20.png,11,19,48,56,human,0.6641060709953308
MVPC10_0006_20210119-03_05.png,61,69,34,42,human,0.8939337134361267
MVPC10_0006_20210119-03_05.png,58,76,51,61,human,0.8349952697753906
MVPC10_0006_20210119-03_05.png,7,26,42,59,human,0.7614498138427734
MVPC10_0006_20210119-03_05.png,6,21,27,37,human,0.695187509059906
MVPC10_0006_20210119-03_05.png,66,74,18,28,human,0.6840473413467407
MVPC10_0006_20210119-03_05.png,55,61,18,27,human,0.6104601621627808
MVPC10_0006_20210120-03_05.png,47,62,48,61,human,0.9348010420799255
MVPC10_0006_20210120-03_05.png,21,33,46,57,human,0.8745218515396118
MVPC10_0006_20210120-03_05.png,25,34,57,72,human,0.8287327885627747
MVPC10_0006_20210120-03_05.png,60,69,17,26,human,0.7670714855194092
MVPC10_0006_20210120-03_05.png,60,70,36,44,human,0.7540034651756287
MVPC10_0006_20210120-03_05.png,6,16,50,59,human,0.5876309275627136
MVPC10_0006_20210108-03_00.png,1,24,37,51,human,0.8658022284507751
MVPC10_0006_20210108-03_00.png,65,74,20,28,human,0.7613492012023926
MVPC10_0006_20210108-03_00.png,21,31,43,63,human,0.7484092712402344
MVPC10_0006_20210108-03_00.png,57,66,17,26,human,0.7152986526489258
MVPC10_0006_20210108-03_00.png,60,69,35,44,human,0.6845041513442993
MVPC10_0005_20210113-09_30.png,53,71,39,49,human,0.8473443984985352
MVPC10_0005_20210113-09_30.png,13,24,7,20,human,0.7050379514694214
MVPC10_0005_20210113-09_30.png,37,44,54,61,human,0.5878385901451111
MVPC10_0005_20210113-09_30.png,1,6,39,45,human,0.5523239374160767
MVPC10_0007_20210112-09_30.png,25,50,1,15,human,0.8439356088638306
MVPC10_0002_20210118-02_55.png,1,9,45,53,human,0.8268008232116699
MVPC10_0002_20210118-02_55.png,10,19,47,55,human,0.609404981136322
MVPC10_0002_20210118-02_55.png,74,79,33,39,human,0.5697821974754333
MVPC10_0002_20210114-03_55.png,11,21,48,59,human,0.6806316375732422
MVPC10_0006_20210113-09_35.png,62,70,35,44,human,0.8701245784759521
MVPC10_0006_20210113-09_35.png,55,65,16,26,human,0.7511810064315796
MVPC10_0006_20210113-09_35.png,13,28,5,15,human,0.5861836671829224
MVPC10_0014_20210115-09_30.png,47,59,56,66,human,0.6101424098014832
MVPC10_0014_20210115-09_30.png,33,44,70,77,human,0.5384734869003296
MVPC10_0006_20210118-09_20.png,53,63,58,68,human,0.9241154193878174
MVPC10_0006_20210118-09_20.png,65,72,54,62,human,0.9055366516113281
MVPC10_0006_20210118-09_20.png,58,69,16,26,human,0.7051612138748169
MVPC10_0006_20210118-09_20.png,0,5,50,56,human,0.5910329222679138
MVPC10_0006_20210118-09_20.png,22,33,2,12,human,0.5764954090118408
MVPC10_0005_20210122-02_40.png,18,26,55,66,human,0.5145635008811951
MVPC10_0014_20210118-03_10.png,43,52,12,23,human,0.74004065990448
MVPC10_0014_20210118-03_10.png,27,38,12,23,human,0.5692333579063416
MVPC10_0014_20210118-03_10.png,24,33,28,35,human,0.557300329208374
MVPC10_0012_20210108-02_45.png,49,53,72,78,human,0.7862886190414429
MVPC10_0012_20210108-02_45.png,39,45,1,8,human,0.7423534989356995
MVPC10_0012_20210108-02_45.png,24,36,26,39,human,0.6974712014198303
MVPC10_0012_20210108-02_45.png,29,41,0,8,human,0.6772142052650452
MVPC10_0012_20210108-02_45.png,26,33,23,31,human,0.6045089364051819
MVPC10_0012_20210108-02_45.png,35,55,18,34,human,0.5550998449325562
MVPC10_0012_20210108-02_45.png,32,40,71,77,human,0.5131996273994446
MVPC10_0008_20210119-03_25.png,66,76,46,55,human,0.6470780372619629
MVPC10_0008_20210119-03_25.png,59,66,47,57,human,0.5289275050163269
MVPC10_0005_20210115-01_30.png,37,44,56,62,human,0.634637713432312
MVPC10_0005_20210115-01_30.png,39,49,45,55,human,0.5743158459663391
MVPC10_0017_20210108-02_50.png,44,53,30,40,human,0.6469281315803528
MVPC10_0017_20210108-02_50.png,17,27,31,40,human,0.6332232356071472
MVPC10_0017_20210108-02_50.png,13,21,15,23,human,0.5221806168556213
MVPC10_0015_20210120-09_30.png,11,23,62,72,human,0.5401711463928223
MVPC10_0006_20210108-09_20.png,0,11,45,60,human,0.8066708445549011
MVPC10_0006_20210108-09_20.png,17,37,2,11,human,0.792802631855011
MVPC10_0006_20210108-09_20.png,55,74,28,36,human,0.7031989097595215
MVPC10_0006_20210108-09_20.png,33,42,2,10,human,0.5071673393249512
MVPC10_0006_20210108-09_20.png,5,11,14,26,human,0.5045924186706543
MVPC10_0006_20210108-03_05.png,2,15,45,54,human,0.7973236441612244
MVPC10_0006_20210108-03_05.png,55,64,20,30,human,0.6798698306083679
