ir,rgb,previous,count
data/20220419/1650324196811.png,data/20220419/1650324196811.jpg,6,6
data/20220419/1650324256105.png,data/20220419/1650324256105.jpg,0,0
data/20220419/1650324316329.png,data/20220419/1650324316329.jpg,1,1
data/20220419/1650324376654.png,data/20220419/1650324376654.jpg,0,0
data/20220419/1650324436977.png,data/20220419/1650324436977.jpg,2,1
data/20220419/1650324496432.png,data/20220419/1650324496432.jpg,1,1
data/20220419/1650324556800.png,data/20220419/1650324556800.jpg,0,0
data/20220419/1650324616169.png,data/20220419/1650324616169.jpg,0,0
data/20220419/1650324676513.png,data/20220419/1650324676513.jpg,1,1
data/20220419/1650324737010.png,data/20220419/1650324737010.jpg,1,1
data/20220419/1650324796443.png,data/20220419/1650324796443.jpg,3,3
data/20220419/1650324856846.png,data/20220419/1650324856846.jpg,1,1
data/20220419/1650324916168.png,data/20220419/1650324916168.jpg,9,10
data/20220419/1650324976562.png,data/20220419/1650324976562.jpg,2,2
data/20220419/1650325036850.png,data/20220419/1650325036850.jpg,0,0
data/20220419/1650325096339.png,data/20220419/1650325096339.jpg,0,0
data/20220419/1650325156717.png,data/20220419/1650325156717.jpg,0,0
data/20220419/1650325216988.png,data/20220419/1650325216988.jpg,0,0
data/20220419/1650325276340.png,data/20220419/1650325276340.jpg,1,2
data/20220419/1650325336825.png,data/20220419/1650325336825.jpg,1,1
data/20220419/1650325396004.png,data/20220419/1650325396004.jpg,2,1
data/20220419/1650325456357.png,data/20220419/1650325456357.jpg,1,1
data/20220419/1650325516717.png,data/20220419/1650325516717.jpg,1,1
data/20220419/1650325576112.png,data/20220419/1650325576112.jpg,1,1
data/20220419/1650325636394.png,data/20220419/1650325636394.jpg,1,1
data/20220419/1650325696775.png,data/20220419/1650325696775.jpg,1,1
data/20220419/1650325756104.png,data/20220419/1650325756104.jpg,1,1
data/20220419/1650325816435.png,data/20220419/1650325816435.jpg,1,1
data/20220419/1650325876710.png,data/20220419/1650325876710.jpg,1,1
data/20220419/1650325936003.png,data/20220419/1650325936003.jpg,2,2
data/20220419/1650325996293.png,data/20220419/1650325996293.jpg,0,0
data/20220419/1650326056696.png,data/20220419/1650326056696.jpg,0,0
data/20220419/1650326115937.png,data/20220419/1650326115937.jpg,5,5
data/20220419/1650326176232.png,data/20220419/1650326176232.jpg,0,2
data/20220419/1650326236492.png,data/20220419/1650326236492.jpg,0,2
data/20220419/1650326297213.png,data/20220419/1650326297213.jpg,0,2
data/20220419/1650326356464.png,data/20220419/1650326356464.jpg,1,2
data/20220419/1650326417783.png,data/20220419/1650326417783.jpg,1,1
data/20220419/1650326476278.png,data/20220419/1650326476278.jpg,0,0
data/20220419/1650326536609.png,data/20220419/1650326536609.jpg,0,0
data/20220419/1650326596954.png,data/20220419/1650326596954.jpg,0,0
data/20220419/1650326656293.png,data/20220419/1650326656293.jpg,0,0
data/20220419/1650326716658.png,data/20220419/1650326716658.jpg,0,1
data/20220419/1650326775989.png,data/20220419/1650326775989.jpg,0,1
data/20220419/1650326836365.png,data/20220419/1650326836365.jpg,0,1
data/20220419/1650326896679.png,data/20220419/1650326896679.jpg,1,1
data/20220419/1650326957085.png,data/20220419/1650326957085.jpg,0,0
data/20220419/1650327016513.png,data/20220419/1650327016513.jpg,0,0
data/20220419/1650327077010.png,data/20220419/1650327077010.jpg,0,0
data/20220419/1650327136319.png,data/20220419/1650327136319.jpg,0,0
data/20220419/1650327196905.png,data/20220419/1650327196905.jpg,2,2
data/20220419/1650327256384.png,data/20220419/1650327256384.jpg,3,2
data/20220419/1650327316623.png,data/20220419/1650327316623.jpg,2,2
data/20220419/1650327376992.png,data/20220419/1650327376992.jpg,3,3
data/20220419/1650327436286.png,data/20220419/1650327436286.jpg,0,0
data/20220419/1650327496841.png,data/20220419/1650327496841.jpg,0,0
data/20220419/1650327556160.png,data/20220419/1650327556160.jpg,0,1
data/20220419/1650327616644.png,data/20220419/1650327616644.jpg,0,1
data/20220419/1650327677031.png,data/20220419/1650327677031.jpg,2,3
data/20220419/1650327736430.png,data/20220419/1650327736430.jpg,0,0
data/20220419/1650327796848.png,data/20220419/1650327796848.jpg,0,0
data/20220419/1650327856132.png,data/20220419/1650327856132.jpg,1,1
data/20220419/1650327916507.png,data/20220419/1650327916507.jpg,1,1
data/20220419/1650327976994.png,data/20220419/1650327976994.jpg,1,1
data/20220419/1650328036394.png,data/20220419/1650328036394.jpg,0,0
data/20220419/1650328096710.png,data/20220419/1650328096710.jpg,0,0
data/20220419/1650328156005.png,data/20220419/1650328156005.jpg,0,0
data/20220419/1650328216368.png,data/20220419/1650328216368.jpg,0,0
data/20220419/1650328276748.png,data/20220419/1650328276748.jpg,0,0
data/20220419/1650328336126.png,data/20220419/1650328336126.jpg,0,0
data/20220419/1650328396483.png,data/20220419/1650328396483.jpg,0,0
data/20220419/1650328456849.png,data/20220419/1650328456849.jpg,0,0
data/20220419/1650328516255.png,data/20220419/1650328516255.jpg,1,1
data/20220419/1650328576598.png,data/20220419/1650328576598.jpg,1,1
data/20220419/1650328637014.png,data/20220419/1650328637014.jpg,1,2
data/20220419/1650328696359.png,data/20220419/1650328696359.jpg,3,3
data/20220419/1650328756735.png,data/20220419/1650328756735.jpg,2,2
data/20220419/1650328816163.png,data/20220419/1650328816163.jpg,3,3
data/20220419/1650328876623.png,data/20220419/1650328876623.jpg,1,3
data/20220419/1650328937138.png,data/20220419/1650328937138.jpg,0,2
data/20220419/1650328996540.png,data/20220419/1650328996540.jpg,0,2
data/20220419/1650329056883.png,data/20220419/1650329056883.jpg,0,2
data/20220419/1650329116271.png,data/20220419/1650329116271.jpg,1,1
data/20220419/1650329176615.png,data/20220419/1650329176615.jpg,0,0
data/20220419/1650329236935.png,data/20220419/1650329236935.jpg,0,0
data/20220419/1650329296368.png,data/20220419/1650329296368.jpg,2,3
data/20220419/1650329356615.png,data/20220419/1650329356615.jpg,2,3
data/20220419/1650329416941.png,data/20220419/1650329416941.jpg,1,2
data/20220419/1650329476269.png,data/20220419/1650329476269.jpg,1,2
data/20220419/1650329536493.png,data/20220419/1650329536493.jpg,1,2
data/20220419/1650329596889.png,data/20220419/1650329596889.jpg,1,2
data/20220419/1650329656183.png,data/20220419/1650329656183.jpg,2,3
data/20220419/1650329716625.png,data/20220419/1650329716625.jpg,2,3
data/20220419/1650329776975.png,data/20220419/1650329776975.jpg,0,1
data/20220419/1650329836290.png,data/20220419/1650329836290.jpg,0,0
data/20220419/1650329896590.png,data/20220419/1650329896590.jpg,0,0
data/20220419/1650329956904.png,data/20220419/1650329956904.jpg,0,0
data/20220419/1650330017354.png,data/20220419/1650330017354.jpg,0,0
data/20220419/1650330076713.png,data/20220419/1650330076713.jpg,1,1
data/20220419/1650330202711.png,data/20220419/1650330202711.jpg,0,-1
data/20220419/1650330202783.png,data/20220419/1650330202783.jpg,0,-1
data/20220419/1650330202975.png,data/20220419/1650330202975.jpg,0,-1
data/20220419/1650330203029.png,data/20220419/1650330203029.jpg,0,-1
data/20220419/1650330256528.png,data/20220419/1650330256528.jpg,1,1
data/20220419/1650330316995.png,data/20220419/1650330316995.jpg,0,1
data/20220419/1650330376343.png,data/20220419/1650330376343.jpg,1,1
data/20220419/1650330436741.png,data/20220419/1650330436741.jpg,3,3
data/20220419/1650330497088.png,data/20220419/1650330497088.jpg,0,0
data/20220419/1650330556417.png,data/20220419/1650330556417.jpg,0,0
data/20220419/1650330616851.png,data/20220419/1650330616851.jpg,0,0
data/20220419/1650330741903.png,data/20220419/1650330741903.jpg,0,-1
data/20220419/1650330741988.png,data/20220419/1650330741988.jpg,0,-1
data/20220419/1650330742161.png,data/20220419/1650330742161.jpg,0,-1
data/20220419/1650330742268.png,data/20220419/1650330742268.jpg,0,-1
data/20220419/1650330796745.png,data/20220419/1650330796745.jpg,0,0
data/20220419/1650330856223.png,data/20220419/1650330856223.jpg,0,0
data/20220419/1650330916520.png,data/20220419/1650330916520.jpg,0,0
data/20220419/1650330976940.png,data/20220419/1650330976940.jpg,0,0
data/20220419/1650331036325.png,data/20220419/1650331036325.jpg,0,0
data/20220419/1650331096722.png,data/20220419/1650331096722.jpg,1,1
data/20220419/1650331156988.png,data/20220419/1650331156988.jpg,1,1
data/20220419/1650331216435.png,data/20220419/1650331216435.jpg,2,2
data/20220419/1650331276782.png,data/20220419/1650331276782.jpg,0,0
data/20220419/1650331336148.png,data/20220419/1650331336148.jpg,0,0
data/20220419/1650331396586.png,data/20220419/1650331396586.jpg,0,0
data/20220419/1650331456915.png,data/20220419/1650331456915.jpg,0,0
data/20220419/1650331516269.png,data/20220419/1650331516269.jpg,2,2
data/20220419/1650331576577.png,data/20220419/1650331576577.jpg,1,1
data/20220419/1650331636907.png,data/20220419/1650331636907.jpg,0,1
data/20220419/1650331696350.png,data/20220419/1650331696350.jpg,1,1
data/20220419/1650331756639.png,data/20220419/1650331756639.jpg,0,1
data/20220419/1650331816999.png,data/20220419/1650331816999.jpg,1,1
data/20220419/1650331876367.png,data/20220419/1650331876367.jpg,0,0
data/20220419/1650331936674.png,data/20220419/1650331936674.jpg,0,0
data/20220419/1650331997147.png,data/20220419/1650331997147.jpg,0,1
data/20220419/1650332056581.png,data/20220419/1650332056581.jpg,1,1
data/20220419/1650332116978.png,data/20220419/1650332116978.jpg,0,0
data/20220419/1650332176368.png,data/20220419/1650332176368.jpg,1,1
data/20220419/1650332236667.png,data/20220419/1650332236667.jpg,1,1
data/20220419/1650332297114.png,data/20220419/1650332297114.jpg,1,2
data/20220419/1650332356545.png,data/20220419/1650332356545.jpg,2,2
data/20220419/1650332416923.png,data/20220419/1650332416923.jpg,1,1
data/20220419/1650332476435.png,data/20220419/1650332476435.jpg,1,3
data/20220419/1650332602465.png,data/20220419/1650332602465.jpg,0,-1
data/20220419/1650332602610.png,data/20220419/1650332602610.jpg,0,-1
data/20220419/1650332602759.png,data/20220419/1650332602759.jpg,1,-1
data/20220419/1650332602912.png,data/20220419/1650332602912.jpg,1,-1
data/20220419/1650332656313.png,data/20220419/1650332656313.jpg,1,1
data/20220419/1650332716713.png,data/20220419/1650332716713.jpg,0,1
data/20220419/1650332777062.png,data/20220419/1650332777062.jpg,1,2
data/20220419/1650332836530.png,data/20220419/1650332836530.jpg,0,2
data/20220419/1650332896814.png,data/20220419/1650332896814.jpg,0,1
data/20220419/1650332956062.png,data/20220419/1650332956062.jpg,1,3
data/20220419/1650333016456.png,data/20220419/1650333016456.jpg,1,3
data/20220419/1650333076759.png,data/20220419/1650333076759.jpg,2,3
data/20220419/1650333136058.png,data/20220419/1650333136058.jpg,1,2
data/20220419/1650333196485.png,data/20220419/1650333196485.jpg,0,0
data/20220419/1650333256837.png,data/20220419/1650333256837.jpg,3,2
data/20220419/1650333316282.png,data/20220419/1650333316282.jpg,0,0
data/20220419/1650333376703.png,data/20220419/1650333376703.jpg,1,1
data/20220419/1650333437116.png,data/20220419/1650333437116.jpg,1,1
data/20220419/1650333496462.png,data/20220419/1650333496462.jpg,1,1
data/20220419/1650333556768.png,data/20220419/1650333556768.jpg,1,1
data/20220419/1650333617391.png,data/20220419/1650333617391.jpg,2,2
data/20220419/1650333676790.png,data/20220419/1650333676790.jpg,3,3
data/20220419/1650333736136.png,data/20220419/1650333736136.jpg,4,4
data/20220419/1650333796541.png,data/20220419/1650333796541.jpg,0,0
data/20220419/1650333856918.png,data/20220419/1650333856918.jpg,0,0
data/20220419/1650333916214.png,data/20220419/1650333916214.jpg,0,0
data/20220419/1650333976644.png,data/20220419/1650333976644.jpg,0,0
data/20220419/1650334036989.png,data/20220419/1650334036989.jpg,0,0
data/20220419/1650334096240.png,data/20220419/1650334096240.jpg,0,0
data/20220419/1650334156633.png,data/20220419/1650334156633.jpg,0,0
data/20220419/1650334217038.png,data/20220419/1650334217038.jpg,0,0
data/20220419/1650334276643.png,data/20220419/1650334276643.jpg,0,1
data/20220419/1650334337056.png,data/20220419/1650334337056.jpg,0,0
data/20220419/1650334396567.png,data/20220419/1650334396567.jpg,2,2
data/20220419/1650334457184.png,data/20220419/1650334457184.jpg,0,0
data/20220419/1650334516545.png,data/20220419/1650334516545.jpg,0,0
data/20220419/1650334576840.png,data/20220419/1650334576840.jpg,0,0
data/20220419/1650334636130.png,data/20220419/1650334636130.jpg,0,0
data/20220419/1650334696406.png,data/20220419/1650334696406.jpg,0,0
data/20220419/1650334756780.png,data/20220419/1650334756780.jpg,0,0
data/20220419/1650334816114.png,data/20220419/1650334816114.jpg,0,0
data/20220419/1650334876510.png,data/20220419/1650334876510.jpg,0,0
data/20220419/1650334936858.png,data/20220419/1650334936858.jpg,0,0
data/20220419/1650334996225.png,data/20220419/1650334996225.jpg,0,0
data/20220419/1650335056713.png,data/20220419/1650335056713.jpg,0,1
data/20220419/1650335116008.png,data/20220419/1650335116008.jpg,1,1
data/20220419/1650335176411.png,data/20220419/1650335176411.jpg,1,1
data/20220419/1650335236849.png,data/20220419/1650335236849.jpg,0,0
data/20220419/1650335296217.png,data/20220419/1650335296217.jpg,0,0
data/20220419/1650335356594.png,data/20220419/1650335356594.jpg,0,0
data/20220419/1650335416971.png,data/20220419/1650335416971.jpg,0,0
data/20220419/1650335476260.png,data/20220419/1650335476260.jpg,0,0
data/20220419/1650335536714.png,data/20220419/1650335536714.jpg,1,1
data/20220419/1650335596175.png,data/20220419/1650335596175.jpg,1,1
data/20220419/1650335656557.png,data/20220419/1650335656557.jpg,1,1
data/20220419/1650335716871.png,data/20220419/1650335716871.jpg,1,1
data/20220419/1650335776243.png,data/20220419/1650335776243.jpg,1,1
data/20220419/1650335836797.png,data/20220419/1650335836797.jpg,1,1
data/20220419/1650335896177.png,data/20220419/1650335896177.jpg,0,0
data/20220419/1650335956553.png,data/20220419/1650335956553.jpg,0,0
data/20220419/1650336016912.png,data/20220419/1650336016912.jpg,0,0
data/20220419/1650336076244.png,data/20220419/1650336076244.jpg,0,0
data/20220419/1650336136558.png,data/20220419/1650336136558.jpg,0,0
data/20220419/1650336197057.png,data/20220419/1650336197057.jpg,0,0
data/20220419/1650336256497.png,data/20220419/1650336256497.jpg,0,0
data/20220419/1650336316937.png,data/20220419/1650336316937.jpg,1,1
data/20220419/1650336442252.png,data/20220419/1650336442252.jpg,1,-1
data/20220419/1650336442253.png,data/20220419/1650336442253.jpg,1,-1
data/20220419/1650336442638.png,data/20220419/1650336442638.jpg,1,-1
data/20220419/1650336442642.png,data/20220419/1650336442642.jpg,1,-1
data/20220419/1650336496251.png,data/20220419/1650336496251.jpg,1,1
data/20220419/1650336556702.png,data/20220419/1650336556702.jpg,1,1
data/20220419/1650336617068.png,data/20220419/1650336617068.jpg,0,1
data/20220419/1650336676497.png,data/20220419/1650336676497.jpg,1,1
data/20220419/1650336736881.png,data/20220419/1650336736881.jpg,1,1
data/20220419/1650336796128.png,data/20220419/1650336796128.jpg,1,1
data/20220419/1650336856435.png,data/20220419/1650336856435.jpg,1,1
data/20220419/1650336916509.png,data/20220419/1650336916509.jpg,2,2
data/20220419/1650336976824.png,data/20220419/1650336976824.jpg,1,2
data/20220419/1650337036430.png,data/20220419/1650337036430.jpg,1,1
data/20220419/1650337096792.png,data/20220419/1650337096792.jpg,2,2
data/20220419/1650337156155.png,data/20220419/1650337156155.jpg,1,2
data/20220419/1650337217640.png,data/20220419/1650337217640.jpg,1,2
data/20220419/1650337276840.png,data/20220419/1650337276840.jpg,1,3
data/20220419/1650337336297.png,data/20220419/1650337336297.jpg,0,1
data/20220419/1650337396803.png,data/20220419/1650337396803.jpg,0,1
data/20220419/1650337456277.png,data/20220419/1650337456277.jpg,0,1
data/20220419/1650337516675.png,data/20220419/1650337516675.jpg,0,1
data/20220419/1650337576143.png,data/20220419/1650337576143.jpg,0,1
data/20220419/1650337636523.png,data/20220419/1650337636523.jpg,0,1
data/20220419/1650337696733.png,data/20220419/1650337696733.jpg,0,1
data/20220419/1650337755969.png,data/20220419/1650337755969.jpg,0,1
data/20220419/1650337816296.png,data/20220419/1650337816296.jpg,0,1
data/20220419/1650337877023.png,data/20220419/1650337877023.jpg,0,1
data/20220419/1650337936525.png,data/20220419/1650337936525.jpg,1,3
data/20220419/1650337996841.png,data/20220419/1650337996841.jpg,0,0
data/20220419/1650338056336.png,data/20220419/1650338056336.jpg,0,0
data/20220419/1650338116678.png,data/20220419/1650338116678.jpg,2,2
data/20220419/1650338176980.png,data/20220419/1650338176980.jpg,1,2
data/20220419/1650338236373.png,data/20220419/1650338236373.jpg,2,2
data/20220419/1650338296677.png,data/20220419/1650338296677.jpg,2,3
data/20220419/1650338356018.png,data/20220419/1650338356018.jpg,3,3
data/20220419/1650338416520.png,data/20220419/1650338416520.jpg,2,3
data/20220419/1650338476777.png,data/20220419/1650338476777.jpg,1,3
data/20220419/1650338536100.png,data/20220419/1650338536100.jpg,2,3
data/20220419/1650338596447.png,data/20220419/1650338596447.jpg,3,4
data/20220419/1650338656776.png,data/20220419/1650338656776.jpg,3,4
data/20220419/1650338716186.png,data/20220419/1650338716186.jpg,3,6
data/20220419/1650338776482.png,data/20220419/1650338776482.jpg,0,2
data/20220419/1650338836846.png,data/20220419/1650338836846.jpg,0,1
data/20220419/1650338896232.png,data/20220419/1650338896232.jpg,0,1
data/20220419/1650338956813.png,data/20220419/1650338956813.jpg,0,1
data/20220419/1650339016159.png,data/20220419/1650339016159.jpg,0,1
data/20220419/1650339076755.png,data/20220419/1650339076755.jpg,0,1
data/20220419/1650339136266.png,data/20220419/1650339136266.jpg,0,1
data/20220419/1650339196553.png,data/20220419/1650339196553.jpg,0,1
data/20220419/1650339256987.png,data/20220419/1650339256987.jpg,0,1
data/20220419/1650339316395.png,data/20220419/1650339316395.jpg,0,1
data/20220419/1650339376901.png,data/20220419/1650339376901.jpg,3,2
data/20220419/1650339436144.png,data/20220419/1650339436144.jpg,0,2
