data,pre_label,label,location
1652102956072,3,5,
1652103016472,2,6,
1652103076852,1,3,
1652103136193,0,0,
1652103196471,0,0,
1652103256974,0,0,
1652103316398,0,0,
1652103376858,0,0,
1652103436104,0,0,
1652103496419,0,0,
1652103556787,0,0,
1652103616011,0,0,
1652103676480,0,0,
1652103736815,0,1,
1652103796293,0,1,
1652103856640,0,1,
1652103917083,0,1,
1652103976425,0,1,
1652104036776,0,2,
1652104096080,0,1,
1652104156513,0,1,
1652104217049,0,1,
1652104276434,1,1,
1652104336775,3,3,
1652104396121,1,2,
1652104456380,2,4,
1652104516603,0,1,
1652104576818,0,0,
1652104636132,0,0,
1652104696440,0,0,
1652104756690,0,0,
1652130018108,2,2,
1652130076601,0,0,
1652130137086,1,2,
1652130196416,2,2,
1652130256797,2,2,
1652130316263,2,2,
1652130376680,2,2,
1652130436093,2,2,
1652130496509,4,4,
1652130556932,4,4,
1652130616362,4,4,
1652130676939,4,5,
1652130736417,0,0,
1652130796897,0,0,
1652130856331,0,0,
1652130916701,0,0,
1652130976254,0,0,
1652131102366,0,-1,
1652131102538,0,-1,
1652131102577,0,0,
1652131102815,0,0,
1652131156401,0,0,
1652131216882,0,0,
1652131276176,2,2,
1652131336734,2,2,
1652131396305,0,0,
1652131456863,0,0,
1652131517820,0,0,
1652131576276,0,0,
1652131636822,0,0,
1652131696335,0,0,
1652131756695,0,0,
1652131816194,0,0,
1652131876614,0,1,
1652131937177,0,1,
1652131996767,1,1,
1652132056211,0,1,
1652132116666,0,1,
1652132177226,1,2,
1652132236666,2,2,
1652132297071,1,2,
1652132356463,2,2,
1652132416897,1,2,
1652132476268,1,2,
1652132536864,0,0,
1652132596273,0,0,
1652132656698,0,0,
1652132716184,0,0,
1652132776742,1,1,
1652132836213,1,1,
1652132896623,0,0,
1652132956969,0,1,
1652133020124,1,1,
1652133076511,1,1,
1652133136944,1,1,
1652133196461,0,0,
1652133256876,0,0,
1652133316263,0,0,
1652133376767,0,0,
1652133436180,0,0,
1652133496662,1,1,
1652133557067,1,1,
1652133617361,1,1,
1652133676789,2,2,
1652133736284,2,2,
1652133796787,2,2,
1652133856375,2,2,
1652133916845,2,2,
1652133976306,0,0,
1652134036714,0,0,
1652134096111,0,0,
1652134156484,0,0,
1652134216990,0,0,
1652134276470,0,0,
1652134336909,0,0,
1652134396458,0,0,
1652134456764,0,0,
1652134516192,0,0,
1652134576707,0,0,
1652134636300,0,0,
1652134696712,0,0,
1652134756239,0,0,
1652134816697,0,1,
1652134876233,0,1,
1652134936708,0,2,
1652134996085,1,2,
1652135056508,2,3,
1652135116956,0,0,
1652135176357,0,0,
1652135236688,0,0,
1652135296197,1,1,
1652135356597,0,1,
1652135417017,2,2,
1652135476452,1,2,
1652135536890,1,2,
1652135596277,3,3,
1652135656723,3,4,
1652135716210,5,6,
1652135776784,0,0,
1652135836203,0,0,
1652135896642,1,1,
1652135956999,0,0,
1652136016441,0,0,
1652136076793,0,1,
1652136136220,0,1,
1652136196529,1,1,
1652136257053,0,1,
1652136316404,1,1,
1652136376952,0,0,
1652136436400,0,0,
1652136496821,0,0,
1652136556253,0,0,
1652136616729,0,0,
1652136676107,1,1,
1652136736573,0,0,
1652136797071,0,0,
1652136856484,0,0,
1652136916797,0,0,
1652136976341,3,4,
1652137036860,0,0,
1652137096205,0,0,
1652137156603,0,0,
1652137217891,1,1,
1652137276322,0,0,
1652137336801,2,4,
1652137396411,4,4,
1652137456684,4,4,
1652137581489,0,-1,
1652137581774,0,-1,
1652137581853,0,-1,
1652137582042,0,-1,
1652137636439,0,0,
1652137696834,0,1,
1652137756227,0,0,
1652137816628,0,0,
1652137876936,1,1,
1652137936192,0,1,
1652137996471,2,3,
1652138056861,3,3,
1652138116166,1,1,
1652138176478,0,0,
1652138237004,0,0,
1652138296296,1,1,
1652138356749,0,0,
1652138416090,0,0,
1652138476499,1,1,
1652138536809,1,1,
1652138596105,4,5,
1652138656408,4,4,
1652138716787,5,4,
1652138776045,0,0,
1652138836501,0,0,
1652138896934,0,0,
1652138956243,0,0,
1652139016685,0,0,
1652139076020,0,0,
1652139136369,0,1,
1652139196618,1,1,
1652139256934,2,2,
1652139316338,2,3,
1652139376631,1,2,
1652139436943,0,0,
1652139496290,0,0,
1652139556754,2,2,
1652139616168,0,0,
1652139676436,0,0,
1652139736759,1,1,
1652139796174,0,2,
1652139856487,0,2,
1652139916906,0,3,
1652139976127,0,3,
1652140036622,4,6,
1652140096900,0,0,
1652140156318,0,0,
1652140216587,6,7,
1652140276923,3,3,
1652140336211,0,0,
1652140396536,1,1,
1652140456852,1,1,
1652140516217,1,2,
1652140576455,1,2,
1652140636768,1,2,
1652140696168,0,0,
1652140756455,0,0,
1652140817777,0,0,
1652140876170,0,0,
1652140936556,0,0,
1652140996922,1,1,
1652141056236,5,4,
1652141116514,4,4,
1652141176950,0,0,
1652141236268,0,0,
1652141296615,0,0,
1652141356897,2,2,
1652141416301,1,1,
1652141476686,2,2,
1652141601582,1,-1,
1652141601802,1,-1,
1652141601876,1,-1,
1652141602073,1,-1,
1652141722001,2,-1,
1652141722297,2,-1,
1652141722300,0,-1,
1652141776872,3,4,
1652141836260,1,1,
1652141896703,1,2,
1652141956006,3,3,
1652142016375,5,3,
1652142076680,4,3,
1652142136109,5,3,
1652142196493,4,3,
1652142256939,3,3,
1652142316291,4,3,
1652142376589,4,3,
1652142437010,0,1,
1652142496447,0,0,
1652142556672,0,0,
1652142616224,0,0,
1652142676594,0,0,
1652142736937,0,0,
1652142796324,0,0,
1652142856753,0,0,
1652142916090,3,2,
1652142976368,2,1,
1652143036792,0,1,
1652143096118,2,2,
1652143156562,2,2,
1652143216818,0,2,
1652143276149,2,2,
1652143336477,0,1,
1652143396868,0,1,
1652143456140,0,1,
1652143516446,1,1,
1652143576801,0,1,
1652143636229,1,1,
1652143696621,0,0,
1652143757000,0,0,
1652143816401,0,0,
1652143876778,0,0,
1652143936028,0,0,
1652143996336,0,0,
1652144056763,0,0,
1652144116068,0,0,
1652144176378,0,0,
1652144236706,1,1,
1652144296026,1,1,
1652144356431,0,0,
1652144417804,1,2,
1652144476152,0,0,
1652144536501,0,0,
1652144596856,0,0,
1652144656320,0,0,
1652144716707,1,1,
1652144776004,1,1,
1652144836425,1,1,
1652144896708,0,0,
1652144956185,0,0,
1652145016552,0,0,
1652145076946,0,0,
1652145136328,0,0,
1652145196709,0,0,
1652145256081,0,0,
1652145316455,2,1,
1652145376802,0,1,
1652145436375,0,0,
1652145496770,0,1,
1652145556143,2,2,
1652145616394,0,0,
1652145676711,2,1,
1652145736266,1,1,
1652145796668,1,1,
1652145855972,0,0,
1652145916415,0,0,
1652145976795,0,1,
1652146036227,0,1,
1652146096567,0,1,
1652146156856,0,0,
1652146216217,0,0,
1652146276497,2,1,
1652146336815,0,0,
1652146396148,0,0,
1652146456433,0,0,
1652146516832,0,0,
1652146576286,0,0,
1652146636671,0,0,
1652146696009,0,0,
1652146756510,1,1,
1652146816772,3,2,
1652146876089,2,2,
1652146936445,0,0,
1652146996754,0,0,
1652147056100,0,0,
1652147116491,0,0,
1652147176775,0,0,
1652147236125,0,0,
1652147296439,0,0,
1652147356841,0,0,
1652147416275,0,0,
1652147476601,0,0,
1652147537007,1,1,
1652147596417,0,0,
1652147656822,0,0,
1652147716158,0,0,
1652147776608,0,0,
1652147836927,0,0,
1652147896265,0,1,
1652147956638,0,0,
1652148017995,0,0,
1652148076369,0,0,
1652148136792,0,0,
1652148196275,0,0,
1652148256594,0,0,
1652148316952,0,0,
1652148376343,0,0,
1652148436840,0,0,
1652148496159,0,0,
1652148556657,1,1,
1652148617117,1,1,
1652148676570,0,1,
1652148736974,1,1,
1652148796283,0,1,
1652148856619,1,1,
1652148916872,1,1,
1652148976261,1,1,
1652149036748,0,1,
1652149096067,1,1,
1652149156498,1,2,
1652149216850,0,0,
1652149276178,0,0,
1652149336636,1,1,
1652149397135,0,0,
1652149456488,0,0,
1652149516807,0,0,
1652149576257,0,0,
1652149636713,0,0,
1652149696056,0,0,
1652149756393,0,0,
1652149816779,0,0,
1652149876141,0,0,
1652149936352,0,0,
1652149996829,0,0,
1652150056202,0,0,
1652150116495,1,1,
1652150176882,0,1,
1652150236329,0,1,
1652150296698,1,1,
1652150355998,0,0,
1652150416414,0,0,
1652150476679,0,0,
1652150536180,0,0,
1652150596546,0,0,
1652150656928,0,0,
1652150716283,0,0,
1652150776653,1,1,
1652150837106,1,1,
1652150896593,1,1,
1652150956997,1,1,
1652151016351,1,1,
1652151076826,0,1,
1652151136352,1,1,
1652151196775,2,1,
1652151256124,1,1,
1652151316610,1,2,
1652151376996,2,2,
1652151436431,1,1,
1652151496807,1,1,
1652151556197,3,3,
1652151616726,2,3,
1652151676187,3,3,
1652151736602,0,0,
1652151796861,0,0,
1652151856327,0,0,
1652151982233,0,-1,
1652151982538,0,-1,
1652151982550,0,-1,
1652152036173,0,0,
1652152096636,0,0,
1652152157053,0,0,
1652152216365,0,0,
1652152276926,0,0,
1652152336333,0,0,
1652152396763,0,0,
1652152456075,0,0,
1652152516431,0,0,
1652152576778,0,0,
1652152636401,0,0,
1652152696706,1,1,
1652152756093,0,1,
1652152816392,0,1,
1652152876748,1,1,
1652152936098,1,1,
1652152996454,1,1,
1652153056875,1,1,
1652153116229,1,1,
1652153176605,0,0,
1652153236926,0,0,
1652153296302,0,0,
1652153356676,0,0,
1652153416059,0,0,
1652153476350,0,0,
1652153536730,0,0,
1652153596063,0,0,
1652153656470,1,1,
1652153716906,0,0,
1652153776387,0,0,
1652153836880,0,0,
1652153896315,0,0,
1652153956628,0,0,
1652154017007,0,0,
1652154076303,0,0,
1652154136695,2,5,
1652154196105,2,3,
1652154256627,0,2,
1652154317001,1,3,
1652154376371,4,4,
1652154436685,1,3,
1652154497116,4,5,
1652154556458,3,5,
1652154617049,0,0,
1652154676376,0,0,
1652154736742,0,0,
1652154796187,0,0,
1652154856688,0,0,
1652154917037,0,0,
1652154976306,0,0,
1652155036591,0,0,
1652155162643,0,-1,
1652155162753,0,-1,
1652155162884,0,-1,
1652155162982,0,-1,
1652155217510,0,0,
1652155276885,0,0,
1652155336284,0,0,
1652155396666,1,1,
1652155456978,0,0,
1652155516381,0,0,
1652155576758,1,2,
1652155636026,0,3,
1652155696329,0,3,
1652155756667,0,3,
1652155817111,1,3,
1652155876465,1,3,
1652155936846,0,2,
1652155996206,1,2,
1652156056546,0,0,
1652156116840,0,0,
1652156176264,0,0,
1652156236785,0,0,
1652156296149,0,0,
1652156356539,0,0,
1652156416871,0,0,
1652156476403,0,0,
1652156536746,2,2,
1652156596087,1,1,
1652156656638,0,1,
1652156782701,0,-1,
1652156782752,0,-1,
1652156782965,0,-1,
1652156783040,0,-1,
1652156836592,0,1,
1652156896871,0,0,
1652156956258,0,0,
1652157016680,1,2,
1652157077123,0,1,
1652157136518,0,1,
1652157196873,0,1,
1652157256166,0,2,
1652157316483,3,3,
1652157376833,3,3,
1652157436173,3,3,
1652157496571,0,0,
1652157556908,0,0,
1652157616097,0,0,
1652157676417,0,0,
1652157736753,0,0,
1652157796981,0,0,
1652157856476,0,0,
1652157916810,0,0,
1652157976184,0,2,
1652158036592,0,2,
1652158096878,0,0,
1652158156186,0,2,
1652158216594,1,2,
1652158276760,1,1,
1652158336019,1,2,
1652158396502,0,1,
1652158456849,1,1,
1652158516081,1,1,
1652158576485,1,1,
1652158636882,1,1,
1652158696158,0,0,
1652158756515,1,1,
1652158817903,0,1,
1652158876106,0,1,
1652158936338,0,0,
1652158996697,1,2,
1652159056126,0,0,
1652159116455,1,2,
1652159176806,1,2,
1652159236219,2,3,
1652159296747,3,3,
1652159356015,3,3,
1652159416242,2,3,
1652159476453,3,4,
1652159536960,5,6,
1652159596433,1,1,
1652159656969,0,0,
1652159716465,0,0,
1652159776810,0,0,
1652159836178,0,0,
1652159896609,1,1,
1652159957022,0,0,
1652160016567,4,6,
1652160076856,0,1,
1652160136140,0,0,
1652160196547,2,2,
1652160256772,1,2,
1652160316193,2,2,
1652160376431,0,0,
1652160436783,0,0,
1652160496123,0,0,
1652160556551,0,0,
1652160616960,0,0,
1652160676500,0,0,
1652160736823,0,0,
1652160796191,0,0,
1652160856514,8,8,
1652160916891,6,8,
1652160976330,9,9,
1652161036736,0,0,
1652161096220,0,0,
1652161156612,0,0,
1652161217099,0,0,
1652161276497,0,0,
1652161336738,0,0,
1652161395997,1,1,
1652161456415,0,0,
1652161516795,0,0,
1652161576178,0,0,
1652161636596,2,3,
1652161696873,2,3,
1652161756268,2,3,
1652161816674,0,1,
1652161875967,0,1,
1652161936327,0,0,
1652161996659,0,0,
1652162056078,0,0,
1652162116465,1,2,
1652162176880,1,1,
1652162236182,1,1,
1652162296556,3,3,
1652162356907,3,3,
1652162417342,2,3,
1652162476840,3,3,
1652162536162,2,3,
1652162596559,0,0,
1652162656931,0,0,
1652162716288,0,0,
1652162776812,1,2,
1652162836061,0,1,
1652162896379,0,1,
1652162956760,1,2,
1652163016160,1,2,
1652163076620,2,2,
1652163136923,2,2,
1652163196379,2,2,
1652163256797,0,0,
1652163316064,0,0,
1652163376466,0,0,
1652163436954,0,0,
1652163496377,1,1,
1652163556783,3,3,
1652163616100,2,2,
1652163676793,2,2,
1652163736146,4,4,
1652163796584,4,4,
1652163856953,4,7,
1652163916342,0,0,
1652163976857,0,0,
1652164036163,0,0,
1652164096616,0,0,
1652164156960,0,0,
1652164216259,0,0,
1652164276619,0,0,
1652164337048,0,0,
1652164396474,6,4,
1652164456879,4,4,
1652164516422,3,3,
1652164576771,2,3,
1652164636170,3,3,
1652164696550,0,0,
1652164757080,0,0,
1652164816447,0,0,
1652164876803,2,0,
1652164936149,0,0,
1652164996486,0,0,
1652165056893,1,1,
1652165116344,0,1,
1652165176730,1,2,
1652165236091,1,2,
1652165296562,3,2,
1652165356874,4,4,
1652165416303,2,1,
1652165476846,2,2,
1652165536271,2,2,
1652165596653,0,1,
1652165656000,2,2,
1652165716441,1,1,
1652165776830,2,1,
1652165836242,3,3,
1652165896653,2,3,
1652165956074,3,5,
1652166017489,0,0,
1652166077040,1,0,
1652166136295,2,2,
1652166196885,1,2,
1652166256206,3,1,
1652166316554,3,1,
1652166376890,2,1,
1652166436205,2,2,
1652166496603,2,2,
1652166557036,2,1,
1652166616400,2,2,
1652166676846,3,2,
1652166736328,3,3,
1652166796808,3,5,
1652166856223,4,6,
1652166916697,0,1,
1652166976125,0,1,
1652167036479,0,1,
1652167096922,1,1,
1652167156338,3,2,
1652167216761,1,1,
1652167276193,3,5,
1652167336566,5,5,
1652167397094,2,3,
1652167456506,3,3,
1652167517000,1,3,
1652167576336,2,4,
1652167636817,1,3,
1652167696183,1,3,
1652167756705,1,3,
1652167816048,1,3,
1652167876453,1,4,
1652167936858,1,4,
1652167996179,1,3,
1652168056590,7,10,
1652168117053,4,6,
1652168176466,2,7,
1652168236885,1,2,
1652168296332,1,1,
1652168356720,2,1,
1652168416000,1,2,
1652168476473,0,2,
1652168536870,2,3,
1652168596314,4,7,
1652168656722,5,6,
1652168716139,6,8,
1652168776593,0,2,
1652168837021,2,3,
1652168896430,1,3,
1652168956773,5,4,
1652169016122,4,4,
1652169076577,4,5,
1652169137011,3,5,
1652169196428,2,5,
1652169256803,2,5,
1652169381733,7,-1,
1652169381874,7,-1,
1652169382004,0,-1,
1652169382173,0,-1,
1652169436766,0,1,
1652169496060,1,2,
1652169556384,1,3,
1652169617735,1,3,
1652169676147,2,3,
1652169736545,0,1,
1652169796919,1,2,
1652169856251,2,3,
1652169916772,1,3,
1652169976178,0,1,
1652170036610,0,0,
1652170097124,0,0,
1652170156449,3,3,
1652170216875,0,1,
1652170276357,0,1,
1652170336826,0,1,
1652170396218,0,1,
1652170456553,0,0,
1652170516899,0,0,
1652170576296,0,0,
1652170636735,5,3,
1652170696219,1,3,
1652170756646,8,8,
1652170817079,5,7,
1652170876534,6,7,
1652170937059,8,12,
1652170996529,7,7,
1652171057150,6,7,
1652171116512,0,0,
1652171176865,0,0,
1652171236264,0,0,
1652171296537,1,1,
1652171356916,1,1,
1652171416457,2,2,
1652171476891,4,3,
1652171536368,3,5,
1652171596749,0,0,
1652171656138,0,0,
1652171716586,1,1,
1652171776904,1,1,
1652171836289,1,1,
1652171896720,1,1,
1652171957187,1,1,
1652172016508,1,1,
1652172076906,1,1,
1652172136374,1,1,
1652172196778,0,1,
1652172256073,1,1,
1652172316471,1,1,
1652172376825,1,2,
1652172436136,0,2,
1652172496495,1,2,
1652172556879,1,3,
1652172616322,4,3,
1652172676674,0,3,
1652172737169,0,3,
1652172796603,1,3,
1652172856964,3,5,
1652172916394,4,5,
1652172976744,3,5,
1652173037117,7,6,
1652173096488,1,2,
1652173156880,3,2,
1652173217243,2,2,
1652173276689,1,2,
1652173337114,6,6,
1652173396525,4,5,
1652173456971,5,6,
1652173516378,8,9,
1652173576716,0,0,
1652173637205,4,5,
1652173696556,2,3,
1652173756945,1,2,
1652173816325,2,3,
1652173876780,1,2,
1652173936213,1,4,
1652173996648,0,0,
1652174056980,0,0,
1652174116469,2,2,
1652174177158,4,3,
1652174236696,2,2,
1652174296109,1,1,
1652174356432,2,2,
1652174416837,2,2,
1652174476283,3,4,
1652174536562,2,4,
1652174596959,6,7,
1652174656239,3,5,
1652174716856,6,8,
1652174776317,6,5,
1652174836718,0,0,
1652174896161,0,0,
1652174956649,0,1,
1652175015997,0,1,
1652175076542,3,4,
1652175136888,3,4,
1652175196318,3,4,
1652175256794,0,1,
1652175316263,0,0,
1652175376840,0,0,
1652175436294,1,1,
1652175496730,1,1,
1652175556168,4,4,
1652175616619,1,3,
1652175677150,1,3,
1652175736607,6,6,
1652175796972,3,4,
1652175856369,2,3,
1652175916754,5,5,
1652175976146,3,5,
1652176036829,5,5,
1652176096256,4,5,
1652176156749,5,5,
1652176216171,0,0,
1652176276552,0,0,
1652176336996,0,0,
1652176396274,1,1,
1652176456725,1,1,
1652176516189,1,1,
1652176576558,2,3,
1652176636984,2,3,
1652176696351,1,4,
1652176756816,0,2,
1652176817277,1,2,
1652176876631,1,6,
1652176937083,3,6,
1652176996500,2,7,
1652177056922,2,7,
1652177116319,5,8,
1652177176710,0,2,
1652177236219,0,0,
1652177296596,1,1,
1652177357005,2,2,
1652177416418,2,2,
1652177476818,4,4,
1652177536152,0,1,
1652177596536,0,0,
1652177656895,0,0,
1652177716359,0,0,
1652177776740,1,1,
1652177836161,0,1,
1652177896667,1,1,
1652177956177,0,1,
1652178016530,0,0,
1652178076905,0,0,
1652178136364,0,0,
1652178196741,0,0,
1652178256186,1,1,
1652178316652,2,3,
1652178376168,2,4,
1652178436486,5,6,
1652178496891,6,7,
1652178556303,5,5,
1652178616748,1,1,
1652178676130,1,1,
1652178736552,1,1,
1652178796947,1,3,
1652178856415,1,3,
1652178916817,4,4,
1652178976182,2,3,
1652179036567,3,3,
1652179097004,0,0,
1652179156428,0,0,
1652179216875,0,0,
1652179276276,0,0,
1652179336631,0,0,
1652179396985,0,1,
1652179456438,0,0,
1652179516959,0,0,
1652179576290,0,0,
1652179636624,0,0,
1652179697038,0,0,
1652179756488,0,0,
1652179816910,0,0,
1652179876333,0,1,
1652179936705,0,3,
1652179996157,1,3,
1652180056547,1,7,
1652180116988,1,7,
1652180176316,7,7,
1652180236739,0,0,
1652180296127,0,0,
1652180356555,1,1,
1652180418015,0,1,
1652180476361,1,1,
1652180536821,1,2,
1652180596276,0,1,
1652180656706,0,1,
1652180716157,0,1,
1652180776583,0,1,
1652180837007,1,1,
1652180896330,0,0,
1652180956886,0,0,
1652181016212,2,3,
1652181076513,0,3,
1652181137096,2,3,
1652181196510,3,3,
1652181256880,2,3,
1652181316162,4,4,
1652181376748,4,4,
1652181436226,4,4,
1652181496667,1,1,
1652181556093,0,0,
1652181616486,0,0,
1652181676951,0,0,
1652181736343,0,0,
1652181796779,0,0,
1652181856369,0,0,
1652181916803,0,0,
1652181976193,0,0,
1652182036667,0,0,
1652182096033,0,0,
1652182156479,0,1,
1652182216858,0,1,
1652182276214,1,1,
1652182336685,1,1,
1652182396161,1,1,
1652182456621,0,1,
1652182516982,1,2,
1652182576551,1,2,
1652182637030,2,4,
1652182696480,3,5,
1652182756844,5,5,
1652182816258,0,2,
1652182876629,0,1,
1652182937008,1,1,
1652182996433,1,1,
1652183056882,0,1,
1652183116251,0,1,
1652183176633,1,2,
1652183236975,4,5,
1652183296463,0,0,
1652183356797,0,0,
1652183416165,1,1,
1652183476629,0,1,
1652183537146,0,1,
1652183596659,0,2,
1652183657070,0,2,
1652183716648,0,0,
1652183776035,0,0,
1652183836369,0,0,
1652183896738,2,2,
1652183956105,0,1,
1652184017495,0,1,
1652184076982,0,3,
1652184136391,0,3,
1652184196715,1,4,
1652184256145,1,4,
1652184316602,1,4,
1652184377049,1,6,
1652184436487,8,10,
1652184496873,9,10,
1652184556386,0,0,
1652184616830,0,0,
1652184676241,0,0,
1652184736619,0,0,
1652184796976,0,0,
1652184856406,6,6,
1652184916731,7,7,
1652184976143,5,6,
1652185036668,7,8,
1652185097099,10,10,
1652185156548,0,0,
1652185216959,0,0,
1652185276477,0,0,
1652185336936,0,0,
1652185396379,0,0,
1652185456843,0,0,
1652185516238,1,1,
1652185576643,1,1,
1652185637003,4,4,
1652185696460,2,4,
1652185756885,4,5,
1652185816307,0,0,
1652185876728,0,0,
1652185936084,0,0,
1652185996665,0,0,
1652186057078,1,2,
1652186116473,0,2,
1652186176929,0,0,
1652186236339,0,0,
1652186296821,4,4,
1652186356322,2,3,
1652186416786,3,3,
1652186476174,3,3,
1652186536595,2,3,
1652186596904,4,4,
1652186656289,4,4,
1652186716880,3,4,
1652186776235,1,1,
1652186836684,0,0,
1652186897161,0,0,
1652186956485,0,0,
1652187016938,0,0,
1652187076437,0,1,
1652187136826,0,1,
1652187196261,0,1,
1652187256673,6,7,
1652187316889,2,5,
1652187376319,3,7,
1652187436720,0,1,
1652187497097,0,1,
1652187556550,2,3,
1652187617996,1,4,
1652187676482,2,4,
1652187736933,3,4,
1652187796152,3,4,
1652187856551,2,5,
1652187917040,5,7,
1652187976556,3,7,
1652188036929,8,10,
1652188096438,0,0,
1652188156904,0,0,
1652188216319,1,4,
1652188276697,1,4,
1652188337040,2,4,
1652188396676,3,7,
1652188457139,2,7,
1652188516514,3,7,
1652188577004,2,7,
1652188636604,2,7,
1652188696983,4,8,
1652188756468,4,8,
1652188816840,8,9,
1652188876251,0,0,
1652188936699,0,0,
1652188996979,1,1,
1652189056429,3,4,
1652189305187,4,-1,
1652189305638,4,-1,
1652189305974,4,-1,
1652189306048,5,-1,
1652189306237,5,-1,
1652189306337,5,-1,
1652189306403,3,-1,
1652189306614,3,-1,
1652189306726,3,-1,
1652189356341,2,4,
1652189416758,1,5,
1652189477011,2,5,
1652189536133,0,0,
1652189596450,0,0,
1652189656991,0,2,
1652189716419,1,2,
1652189776860,0,1,
1652189836306,4,5,
1652189896672,0,3,
1652189957170,1,5,
1652190016622,2,7,
1652190076963,1,7,
1652190136261,3,8,
1652190196701,7,9,
1652190256093,7,10,
1652190316363,0,0,
1652190376597,1,1,
1652190436988,2,2,
1652190496342,0,1,
1652190556746,1,1,
1652190616109,2,2,
1652190676513,2,2,
1652190736952,2,3,
1652190796452,4,3,
1652190856951,3,3,
1652190916296,3,4,
1652190976707,0,0,
1652191036117,0,0,
1652191096426,0,1,
1652191156844,0,1,
1652216417268,0,0,
1652216476816,0,0,
1652216536295,0,0,
1652216596709,0,0,
1652216656195,0,0,
1652216716716,0,0,
1652216776186,0,0,
1652216836668,0,0,
1652216896026,0,0,
1652216956478,0,0,
1652217016924,0,0,
1652217076506,2,2,
1652217136894,2,2,
1652217196443,0,0,
1652217256806,0,0,
1652217316130,0,0,
1652217376635,0,1,
1652217437206,0,1,
1652217496562,0,1,
1652217556942,0,1,
1652217616336,1,2,
1652217676767,2,2,
1652217736261,2,2,
1652217796696,2,3,
1652217856185,1,3,
1652217918098,3,3,
1652217976695,0,0,
1652218036187,0,0,
1652218096647,0,1,
1652218157077,1,1,
1652218216569,0,0,
1652218277032,0,0,
1652218336566,1,1,
1652218397028,1,1,
1652218456417,1,1,
1652218516934,1,1,
1652218576327,1,1,
1652218636763,1,1,
1652218696161,1,1,
1652218756596,0,0,
1652218817067,0,0,
1652218876511,0,0,
1652218937080,0,0,
1652218996436,0,0,
1652219056869,0,0,
1652219116341,0,0,
1652219176883,0,0,
1652219236337,0,0,
1652219296732,0,0,
1652219356265,0,0,
1652219416631,0,0,
1652219477210,0,0,
1652219536636,0,0,
1652219597104,0,0,
1652219656475,0,0,
1652219716863,0,0,
1652219776280,0,0,
1652219836645,0,0,
1652219897176,0,0,
1652219956563,0,0,
1652220018033,0,0,
1652220076468,2,2,
1652220136913,2,2,
1652220196393,0,0,
1652220256701,0,0,
1652220316137,0,0,
1652220376601,0,0,
1652220437066,1,1,
1652220496463,1,1,
1652220556846,0,0,
1652220616275,0,0,
1652220676669,1,1,
1652220736252,2,1,
1652220796603,2,0,
1652220857138,3,3,
1652220916685,4,3,
1652220976117,2,3,
1652221036620,0,0,
1652221097028,0,0,
1652221156443,0,0,
1652221216743,0,0,
1652221276032,0,0,
1652221336417,1,1,
1652221396863,0,0,
1652221456245,1,1,
1652221516673,0,0,
1652221576150,0,0,
1652221636550,1,1,
1652221697039,0,0,
1652221756412,0,0,
1652221816749,0,0,
1652221876084,0,0,
1652221936504,0,0,
1652221996981,1,1,
